datetime,patients,doctors_available,nurses_available,appointments_count,or_bookings_count,occupied_beds,waiting_patients,hour,day_of_week,month,week_number,is_weekend,season,holiday,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24
2023-01-01 17:00:00,69.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6,1,52,1,0,0,249.0,0.0,178.0,160.0,188.8235294117647
2023-01-01 18:00:00,213.0,0.0,0.0,0.0,0.0,0.0,0.0,18,6,1,52,1,0,0,69.0,0.0,166.0,130.5,182.16666666666666
2023-01-01 19:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6,1,52,1,0,0,213.0,0.0,177.0,149.5,183.78947368421052
2023-01-01 20:00:00,129.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,1,52,1,0,0,168.0,0.0,150.0,164.0,183.0
2023-01-01 21:00:00,156.0,0.0,0.0,0.0,0.0,0.0,0.0,21,6,1,52,1,0,0,129.0,0.0,170.0,168.0,180.42857142857142
2023-01-01 22:00:00,69.0,0.0,0.0,0.0,0.0,0.0,0.0,22,6,1,52,1,0,0,156.0,0.0,151.0,164.0,179.3181818181818
2023-01-01 23:00:00,78.0,0.0,0.0,0.0,0.0,0.0,0.0,23,6,1,52,1,0,0,69.0,0.0,118.0,134.0,174.52173913043478
2023-01-02 00:00:00,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,78.0,153.0,101.0,135.5,170.5
2023-01-02 01:00:00,249.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,237.0,192.0,128.0,139.5,174.0
2023-01-02 02:00:00,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,0,0,249.0,255.0,188.0,153.0,176.375
2023-01-02 03:00:00,219.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0,0,0,84.0,192.0,190.0,145.5,169.25
2023-01-02 04:00:00,102.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,1,0,0,0,219.0,165.0,184.0,156.0,170.375
2023-01-02 05:00:00,126.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0,0,0,102.0,180.0,135.0,161.5,167.75
2023-01-02 06:00:00,135.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,1,0,0,0,126.0,267.0,149.0,169.5,165.5
2023-01-02 07:00:00,258.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,1,0,0,0,135.0,264.0,121.0,152.5,160.0
2023-01-02 08:00:00,156.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,1,0,0,0,258.0,141.0,173.0,154.0,159.75
2023-01-02 09:00:00,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1,1,0,0,0,156.0,225.0,183.0,166.0,160.375
2023-01-02 10:00:00,72.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,1,1,0,0,0,60.0,216.0,158.0,139.5,153.5
2023-01-02 11:00:00,105.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1,1,0,0,0,72.0,246.0,96.0,134.5,147.5
2023-01-02 12:00:00,150.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,1,1,0,0,0,105.0,99.0,79.0,131.0,141.625
2023-01-02 13:00:00,210.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,1,1,0,0,0,150.0,81.0,109.0,133.5,143.75
2023-01-02 14:00:00,147.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,1,1,0,0,0,210.0,105.0,155.0,125.5,149.125
2023-01-02 15:00:00,69.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,1,1,0,0,0,147.0,180.0,169.0,124.0,150.875
2023-01-02 16:00:00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1,1,0,0,0,69.0,249.0,142.0,125.5,146.25
2023-01-02 17:00:00,195.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,1,1,0,0,0,99.0,69.0,105.0,130.0,140.0
2023-01-02 18:00:00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,1,1,0,0,0,195.0,213.0,121.0,145.0,145.25
2023-01-02 19:00:00,195.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,1,1,0,0,0,99.0,168.0,131.0,136.5,140.5
2023-01-02 20:00:00,162.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,1,0,0,0,195.0,129.0,163.0,134.0,141.625
2023-01-02 21:00:00,198.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,1,1,0,0,0,162.0,156.0,152.0,136.5,143.0
2023-01-02 22:00:00,195.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,1,1,0,0,0,198.0,69.0,185.0,158.0,144.75
2023-01-02 23:00:00,198.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,1,1,0,0,0,195.0,78.0,185.0,174.0,150.0
2023-01-03 00:00:00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,198.0,237.0,197.0,174.5,155.0
2023-01-03 01:00:00,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,99.0,249.0,164.0,174.5,149.25
2023-01-03 02:00:00,249.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0,0,0,144.0,84.0,147.0,166.0,144.875
2023-01-03 03:00:00,231.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0,0,0,249.0,219.0,164.0,180.5,151.75
2023-01-03 04:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,1,0,0,0,231.0,102.0,208.0,186.0,152.25
2023-01-03 05:00:00,111.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0,0,0,168.0,126.0,216.0,181.5,155.0
2023-01-03 06:00:00,105.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,0,0,0,111.0,135.0,170.0,167.0,154.375
2023-01-03 07:00:00,195.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,1,0,0,0,105.0,258.0,128.0,168.0,153.125
2023-01-03 08:00:00,201.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1,1,0,0,0,195.0,156.0,137.0,176.5,150.5
2023-01-03 09:00:00,96.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,1,1,0,0,0,201.0,60.0,167.0,168.5,152.375
2023-01-03 10:00:00,216.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1,1,0,0,0,96.0,72.0,164.0,146.0,153.875
2023-01-03 11:00:00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,1,0,0,0,216.0,105.0,171.0,154.0,159.875
2023-01-03 12:00:00,189.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,1,0,0,0,99.0,150.0,137.0,152.0,159.625
2023-01-03 13:00:00,132.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,1,1,0,0,0,189.0,210.0,168.0,166.0,161.25
2023-01-03 14:00:00,192.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,1,0,0,0,132.0,147.0,140.0,155.5,158.0
2023-01-03 15:00:00,264.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,1,0,0,0,192.0,69.0,171.0,154.0,159.875
2023-01-03 16:00:00,198.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,1,1,0,0,0,264.0,99.0,196.0,182.0,168.0
2023-01-03 17:00:00,126.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,1,1,0,0,0,198.0,195.0,218.0,179.0,172.125
2023-01-03 18:00:00,177.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,1,1,0,0,0,126.0,99.0,196.0,183.5,169.25
2023-01-03 19:00:00,120.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,1,1,0,0,0,177.0,195.0,167.0,181.5,172.5
2023-01-03 20:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,1,0,0,0,120.0,162.0,141.0,179.5,169.375
2023-01-03 21:00:00,162.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,1,1,0,0,0,168.0,198.0,155.0,175.5,169.625
2023-01-03 22:00:00,228.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,1,0,0,0,162.0,195.0,150.0,158.5,168.125
2023-01-03 23:00:00,138.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,1,1,0,0,0,228.0,198.0,186.0,163.5,169.5
2023-01-04 00:00:00,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,0,0,0,138.0,99.0,176.0,165.5,167.0
2023-01-04 01:00:00,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0,0,117.0,144.0,161.0,155.5,167.75
2023-01-04 02:00:00,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,0,0,0,108.0,249.0,121.0,153.5,166.25
2023-01-04 03:00:00,222.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,1,0,0,0,201.0,231.0,142.0,159.0,164.25
2023-01-04 04:00:00,135.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,1,0,0,0,222.0,168.0,177.0,169.0,163.875
2023-01-04 05:00:00,84.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,0,0,0,135.0,111.0,186.0,153.5,162.5
2023-01-04 06:00:00,78.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,0,0,0,84.0,105.0,147.0,144.5,161.375
2023-01-04 07:00:00,207.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,0,0,0,78.0,195.0,99.0,138.0,160.25
2023-01-04 08:00:00,243.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,1,1,0,0,0,207.0,201.0,123.0,154.5,160.75
2023-01-04 09:00:00,255.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,1,1,0,0,0,243.0,96.0,176.0,161.5,162.5
2023-01-04 10:00:00,81.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,1,1,0,0,0,255.0,216.0,235.0,167.0,169.125
2023-01-04 11:00:00,90.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,1,0,0,0,81.0,99.0,193.0,158.0,163.5
2023-01-04 12:00:00,87.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,1,1,0,0,0,90.0,189.0,142.0,159.0,163.125
2023-01-04 13:00:00,267.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,1,1,0,0,0,87.0,132.0,86.0,160.5,158.875
2023-01-04 14:00:00,81.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,1,1,0,0,0,267.0,192.0,148.0,170.5,164.5
2023-01-04 15:00:00,159.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,1,1,0,0,0,81.0,264.0,145.0,143.5,159.875
2023-01-04 16:00:00,201.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,1,1,0,0,0,159.0,198.0,169.0,127.5,155.5
2023-01-04 17:00:00,150.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,1,1,0,0,0,201.0,126.0,147.0,147.5,155.625
2023-01-04 18:00:00,195.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,1,1,0,0,0,150.0,177.0,170.0,157.5,156.625
2023-01-04 19:00:00,156.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,1,1,0,0,0,195.0,120.0,182.0,175.5,157.375
2023-01-04 20:00:00,171.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,1,1,0,0,0,156.0,168.0,167.0,157.0,158.875
2023-01-04 21:00:00,174.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,1,1,0,0,0,171.0,162.0,174.0,172.0,159.0
2023-01-04 22:00:00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,1,1,0,0,0,174.0,228.0,167.0,174.5,159.5
2023-01-04 23:00:00,93.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,1,1,0,0,0,99.0,138.0,148.0,157.5,154.125
2023-01-05 00:00:00,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,1,0,0,0,93.0,117.0,122.0,148.0,152.25
2023-01-05 01:00:00,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,1,0,0,0,237.0,108.0,143.0,155.0,157.25
2023-01-05 02:00:00,114.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1,0,0,0,270.0,201.0,200.0,174.0,164.0
2023-01-05 03:00:00,129.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,1,0,0,0,114.0,222.0,207.0,164.5,160.375
2023-01-05 04:00:00,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,1,0,0,0,129.0,135.0,171.0,157.0,156.5
2023-01-05 05:00:00,183.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,1,0,0,0,75.0,84.0,106.0,153.0,154.0
2023-01-05 06:00:00,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,1,0,0,0,183.0,78.0,129.0,168.0,158.125
2023-01-05 07:00:00,270.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,1,0,0,0,81.0,207.0,113.0,142.0,158.25
2023-01-05 08:00:00,210.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,1,1,0,0,0,270.0,243.0,178.0,142.0,160.875
2023-01-05 09:00:00,219.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,1,1,0,0,0,210.0,255.0,187.0,158.0,159.5
2023-01-05 10:00:00,258.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,1,1,0,0,0,219.0,81.0,233.0,173.0,158.0
2023-01-05 11:00:00,102.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,1,1,0,0,0,258.0,90.0,229.0,203.5,165.375
2023-01-05 12:00:00,249.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,1,1,0,0,0,102.0,87.0,193.0,190.0,165.875
2023-01-05 13:00:00,255.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,1,1,0,0,0,249.0,267.0,203.0,218.0,172.625
2023-01-05 14:00:00,192.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,1,1,0,0,0,255.0,81.0,202.0,215.5,172.125
2023-01-05 15:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,1,1,0,0,0,192.0,159.0,232.0,212.5,176.75
2023-01-05 16:00:00,84.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,1,1,0,0,0,168.0,201.0,205.0,204.0,177.125
2023-01-05 17:00:00,123.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3,1,1,0,0,0,84.0,150.0,148.0,175.0,172.25
2023-01-05 18:00:00,264.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3,1,1,0,0,0,123.0,195.0,125.0,178.5,171.125
2023-01-05 19:00:00,225.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3,1,1,0,0,0,264.0,156.0,157.0,181.0,174.0
2023-01-05 20:00:00,177.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3,1,1,0,0,0,225.0,171.0,204.0,176.0,176.875
2023-01-05 21:00:00,183.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3,1,1,0,0,0,177.0,174.0,222.0,173.5,177.125
2023-01-05 22:00:00,252.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3,1,1,0,0,0,183.0,99.0,195.0,176.0,177.5
2023-01-05 23:00:00,162.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,1,1,0,0,0,252.0,93.0,204.0,204.0,183.875
2023-01-06 00:00:00,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,1,0,0,0,162.0,237.0,199.0,210.5,186.75
2023-01-06 01:00:00,255.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,1,0,0,0,183.0,270.0,199.0,197.0,184.5
2023-01-06 02:00:00,78.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1,0,0,0,255.0,114.0,200.0,202.0,183.875
2023-01-06 03:00:00,267.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,1,0,0,0,78.0,129.0,172.0,185.5,182.375
2023-01-06 04:00:00,156.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,1,0,0,0,267.0,75.0,200.0,199.5,188.125
2023-01-06 05:00:00,240.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,0,0,0,156.0,183.0,167.0,183.5,191.5
2023-01-06 06:00:00,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,1,0,0,0,240.0,81.0,221.0,196.5,193.875
2023-01-06 07:00:00,270.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,1,1,0,0,0,87.0,270.0,161.0,180.5,194.125
2023-01-06 08:00:00,87.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,1,1,0,0,0,270.0,210.0,199.0,183.0,194.125
2023-01-06 09:00:00,258.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,1,1,0,0,0,87.0,219.0,148.0,184.5,189.0
2023-01-06 10:00:00,132.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,1,0,0,0,258.0,258.0,205.0,183.0,190.625
2023-01-06 11:00:00,132.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,1,0,0,0,132.0,102.0,159.0,179.0,185.375
2023-01-06 12:00:00,114.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,1,1,0,0,0,132.0,249.0,174.0,161.0,186.625
2023-01-06 13:00:00,159.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,1,1,0,0,0,114.0,255.0,126.0,165.5,181.0
2023-01-06 14:00:00,66.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,1,1,0,0,0,159.0,192.0,135.0,147.0,177.0
2023-01-06 15:00:00,147.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,1,1,0,0,0,66.0,168.0,113.0,143.5,171.75
2023-01-06 16:00:00,72.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,1,1,0,0,0,147.0,84.0,124.0,125.0,170.875
2023-01-06 17:00:00,93.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4,1,1,0,0,0,72.0,123.0,95.0,115.0,170.375
2023-01-06 18:00:00,111.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4,1,1,0,0,0,93.0,264.0,104.0,108.5,169.125
2023-01-06 19:00:00,66.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,1,1,0,0,0,111.0,225.0,92.0,108.0,162.75
2023-01-06 20:00:00,252.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,1,1,0,0,0,66.0,177.0,90.0,92.5,156.125
2023-01-06 21:00:00,249.0,0.0,0.0,0.0,0.0,0.0,0.0,21,4,1,1,0,0,0,252.0,183.0,143.0,123.5,159.25
2023-01-06 22:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4,1,1,0,0,0,249.0,252.0,189.0,140.5,162.0
2023-01-06 23:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4,1,1,0,0,0,168.0,162.0,223.0,156.5,158.5
2023-01-07 00:00:00,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,1,1,0,0,168.0,183.0,195.0,169.0,158.75
2023-01-07 01:00:00,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,1,1,0,0,117.0,255.0,151.0,170.0,156.0
2023-01-07 02:00:00,243.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1,1,1,0,0,126.0,78.0,137.0,180.0,150.625
2023-01-07 03:00:00,216.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,1,1,0,0,243.0,267.0,162.0,178.5,157.5
2023-01-07 04:00:00,105.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,1,1,1,0,0,216.0,156.0,195.0,173.0,155.375
2023-01-07 05:00:00,84.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,1,1,1,0,0,105.0,240.0,188.0,162.5,153.25
2023-01-07 06:00:00,108.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,1,1,0,0,84.0,87.0,135.0,148.5,146.75
2023-01-07 07:00:00,147.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,1,1,1,0,0,108.0,270.0,99.0,147.0,147.625
2023-01-07 08:00:00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,1,1,1,0,0,147.0,87.0,113.0,150.5,142.5
2023-01-07 09:00:00,63.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,1,1,0,0,99.0,258.0,118.0,126.5,143.0
2023-01-07 10:00:00,120.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,1,1,1,0,0,63.0,132.0,103.0,101.0,134.875
2023-01-07 11:00:00,231.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1,1,1,0,0,120.0,132.0,94.0,103.5,134.375
2023-01-07 12:00:00,267.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,1,1,1,0,0,231.0,114.0,138.0,128.0,138.5
2023-01-07 13:00:00,78.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,1,1,1,0,0,267.0,159.0,206.0,154.5,144.875
2023-01-07 14:00:00,258.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,1,1,1,0,0,78.0,66.0,192.0,143.0,141.5
2023-01-07 15:00:00,84.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,1,1,1,0,0,258.0,147.0,201.0,169.5,149.5
2023-01-07 16:00:00,192.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5,1,1,1,0,0,84.0,72.0,140.0,173.0,146.875
2023-01-07 17:00:00,72.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,1,1,1,0,0,192.0,93.0,178.0,185.0,151.875
2023-01-07 18:00:00,60.0,0.0,0.0,0.0,0.0,0.0,0.0,18,5,1,1,1,0,0,72.0,111.0,116.0,158.5,151.0
2023-01-07 19:00:00,165.0,0.0,0.0,0.0,0.0,0.0,0.0,19,5,1,1,1,0,0,60.0,66.0,108.0,124.0,148.875
2023-01-07 20:00:00,159.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,1,1,1,0,0,165.0,252.0,99.0,138.5,153.0
2023-01-07 21:00:00,240.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,1,1,1,0,0,159.0,249.0,128.0,122.0,149.125
2023-01-07 22:00:00,168.0,0.0,0.0,0.0,0.0,0.0,0.0,22,5,1,1,1,0,0,240.0,168.0,188.0,148.0,148.75
2023-01-07 23:00:00,252.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5,1,1,1,0,0,168.0,168.0,189.0,144.0,148.75
2023-01-08 00:00:00,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1,1,1,0,0,252.0,117.0,220.0,174.0,152.25
2023-01-08 01:00:00,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1,1,1,0,0,171.0,126.0,197.0,192.5,154.5
2023-01-08 02:00:00,252.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,1,1,1,0,0,156.0,243.0,193.0,191.0,155.75
2023-01-08 03:00:00,156.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,1,1,1,0,0,252.0,216.0,193.0,206.5,156.125
2023-01-08 04:00:00,249.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1,1,1,0,0,156.0,105.0,188.0,192.5,153.625
2023-01-08 05:00:00,78.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1,1,1,0,0,249.0,84.0,219.0,206.0,159.625
2023-01-08 06:00:00,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,1,1,0,0,78.0,108.0,161.0,177.0,159.375
2023-01-08 07:00:00,267.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,1,1,1,0,0,63.0,147.0,130.0,159.0,157.5
2023-01-08 08:00:00,267.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,1,1,1,0,0,267.0,99.0,136.0,177.5,162.5
2023-01-08 09:00:00,183.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,1,1,1,0,0,267.0,63.0,199.0,180.0,169.5
2023-01-08 10:00:00,225.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1,1,1,0,0,183.0,120.0,239.0,184.5,174.5
2023-01-08 11:00:00,198.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6,1,1,1,0,0,225.0,231.0,225.0,180.5,178.875
2023-01-08 12:00:00,183.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,1,1,1,0,0,198.0,267.0,202.0,200.5,177.5
2023-01-08 13:00:00,96.0,0.0,0.0,0.0,0.0,0.0,0.0,13,6,1,1,1,0,0,183.0,78.0,202.0,220.5,174.0
2023-01-08 14:00:00,93.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6,1,1,1,0,0,96.0,258.0,159.0,192.0,174.75
