datetime,patients,day_of_week,day_of_week_name,month,is_weekend,holiday,holiday_name,weather,weather_type,weather_severity,capacity,is_capped,is_emergency,emergency_spike,is_outbreak,outbreak_intensity,is_staff_shortage,staff_shortage_impact,scenario_primary,scenario_code,y_patients_t_plus_1,y_patients_t_plus_24,hour,hour_sin,hour_cos,patients_lag_1,patients_lag_2,patients_lag_3,patients_lag_6,patients_lag_12,patients_lag_24,patients_roll_mean_3,patients_roll_std_3,patients_roll_mean_6,patients_roll_std_6,patients_roll_mean_12,patients_roll_std_12,patients_roll_mean_24,patients_roll_std_24,patients_diff_1,patients_diff_24,trend_feature
2025-01-01 10:00:00,84,2,Wednesday,1,0,1,new_year,1,rainy,0.952,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,91.0,88.0,10,0.49999999999999994,-0.8660254037844387,80.0,81.0,73.0,69.0,68.0,68.0,78.0,4.358898943540668,72.83333333333333,6.6156380392723,68.8,7.627435858647241,68.8,7.627435858647241,4.0,-4.0,0.0011416828405069071
2025-01-01 11:00:00,91,2,Wednesday,1,0,1,new_year,1,rainy,0.567,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,93.0,95.0,11,0.258819045102521,-0.9659258262890682,84.0,80.0,81.0,70.0,68.0,68.0,81.66666666666667,2.081665999466119,75.33333333333333,7.633260552782578,70.18181818181819,8.565257518816138,70.18181818181819,8.565257518816138,7.0,-4.0,0.0012558511245575978
2025-01-01 12:00:00,93,2,Wednesday,1,0,1,new_year,0,sunny,0.312,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,96.0,100.0,12,1.2246467991473532e-16,-1.0,91.0,84.0,80.0,64.0,68.0,68.0,85.0,5.567764362830016,78.83333333333333,9.325592027676661,71.91666666666667,10.139556502165473,71.91666666666667,10.139556502165473,2.0,-4.0,0.0013700194086082886
2025-01-01 13:00:00,96,2,Wednesday,1,0,1,new_year,2,cold,0.914,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,93.0,106.0,13,-0.2588190451025208,-0.9659258262890683,93.0,91.0,84.0,73.0,63.0,68.0,89.33333333333333,4.725815626252603,83.66666666666667,7.420691791650319,74.0,11.708582710597776,73.53846153846153,11.332956253153785,3.0,-4.0,0.0014841876926589793
2025-01-01 14:00:00,93,2,Wednesday,1,0,1,new_year,0,sunny,0.097,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,100.0,103.0,14,-0.4999999999999997,-0.8660254037844388,96.0,93.0,91.0,81.0,57.0,68.0,93.33333333333333,2.5166114784235796,87.5,6.715653356152302,76.75,12.721670845093783,75.14285714285714,12.433559691150666,-3.0,-4.0,0.00159835597670967
2025-01-01 15:00:00,100,2,Wednesday,1,0,1,new_year,1,rainy,0.806,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,96.0,111.0,15,-0.7071067811865471,-0.7071067811865479,93.0,96.0,93.0,80.0,63.0,68.0,94.0,1.7320508075688743,89.5,6.156297588648523,79.75,11.856145318702106,76.33333333333333,12.837816162008393,7.0,-4.0,0.0017125242607603608
2025-01-01 16:00:00,96,2,Wednesday,1,0,1,new_year,0,sunny,0.028,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,99.0,108.0,16,-0.8660254037844385,-0.5000000000000004,100.0,93.0,96.0,84.0,69.0,68.0,96.33333333333333,3.5118845842842465,92.83333333333333,5.344779384283899,82.83333333333333,11.915103733064898,77.8125,13.74151253198376,-4.0,-4.0,0.0018266925448110515
2025-01-01 17:00:00,99,2,Wednesday,1,0,1,new_year,2,cold,0.561,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,101.0,111.0,17,-0.9659258262890683,-0.25881904510252063,96.0,100.0,93.0,91.0,70.0,68.0,96.33333333333333,3.5118845842842465,94.83333333333333,3.1885210782847486,85.08333333333333,11.610796960614126,78.88235294117646,14.01732121760956,3.0,-4.0,0.0019408608288617422
2025-01-01 18:00:00,101,2,Wednesday,1,0,1,new_year,2,cold,0.883,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,94.0,108.0,18,-1.0,-1.8369701987210297e-16,99.0,96.0,100.0,93.0,64.0,68.0,98.33333333333333,2.0816659994661366,96.16666666666667,2.9268868558019308,87.5,11.196590390098072,80.0,14.401797273461478,2.0,-4.0,0.0020550291129124328
2025-01-01 19:00:00,94,2,Wednesday,1,0,1,new_year,0,sunny,0.201,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,92.0,104.0,19,-0.9659258262890684,0.2588190451025203,101.0,99.0,96.0,96.0,73.0,68.0,98.66666666666667,2.5166114784235836,97.5,3.0166206257995745,90.58333333333333,9.01975945389126,81.10526315789474,14.802007134327372,-7.0,-4.0,0.0021691973969631237
2025-01-01 20:00:00,92,2,Wednesday,1,0,1,new_year,0,sunny,0.105,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,86.0,96.0,20,-0.8660254037844386,0.5000000000000001,94.0,101.0,99.0,93.0,81.0,68.0,98.0,3.6055512754639882,97.16666666666667,3.311595788538523,92.33333333333333,7.139306476801306,81.75,14.692909138335011,-2.0,-4.0,0.0022833656810138142
2025-01-01 21:00:00,86,2,Wednesday,1,0,1,new_year,1,rainy,0.908,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,78.0,90.0,21,-0.7071067811865477,0.7071067811865474,92.0,94.0,101.0,100.0,80.0,68.0,95.66666666666667,4.725815626252609,97.0,3.5777087639995813,93.25,6.195672976873758,82.23809523809524,14.494498135171023,-6.0,-4.0,0.002397533965064505
2025-01-01 22:00:00,78,2,Wednesday,1,0,1,new_year,1,rainy,0.491,260.0,0,0,0.0,0,0.0,0,0.0,holiday,1,68.0,88.0,22,-0.5000000000000004,0.8660254037844384,86.0,92.0,94.0,96.0,84.0,68.0,90.66666666666667,4.163331998932271,94.66666666666667,5.354126134736284,93.75,5.189587477036904,82.4090909090909,14.167901652306783,-8.0,-4.0,0.0025117022491151957
2025-01-01 23:00:00,68,2,Wednesday,1,0,1,new_year,5,windy,0.78,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,64.0,81.0,23,-0.25881904510252157,0.9659258262890681,78.0,86.0,92.0,99.0,91.0,68.0,85.33333333333333,7.023769168568494,91.66666666666667,8.547904226573092,93.25,6.369315647554446,82.21739130434783,13.872656302430892,-10.0,-4.0,0.0026258705331658866
2025-01-02 00:00:00,64,3,Thursday,1,0,0,random_or_none,3,hot,0.577,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,62.0,75.0,0,0.0,1.0,68.0,78.0,86.0,101.0,93.0,68.0,77.33333333333333,9.018499505645787,86.5,11.928956366757298,91.33333333333333,9.698484730132135,81.625,13.874632780099398,-4.0,-4.0,0.002740038817216577
2025-01-02 01:00:00,62,3,Thursday,1,0,0,random_or_none,2,cold,0.651,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,64.0,74.0,1,0.25881904510252074,0.9659258262890683,64.0,68.0,78.0,94.0,96.0,63.0,70.0,7.211102550927974,80.33333333333333,12.484657250668363,88.91666666666667,12.4641911332449,81.45833333333333,14.068092688209656,-2.0,-1.0,0.002854207101267268
2025-01-02 02:00:00,64,3,Thursday,1,0,0,random_or_none,2,cold,0.514,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,59.0,73.0,2,0.49999999999999994,0.8660254037844387,62.0,64.0,68.0,92.0,93.0,57.0,64.66666666666667,3.0550504633038846,75.0,12.312595177297084,86.08333333333333,14.418790349801032,81.41666666666667,14.12649889443569,2.0,7.0,0.0029683753853179586
2025-01-02 03:00:00,59,3,Thursday,1,0,0,random_or_none,0,sunny,0.148,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,66.0,76.0,3,0.7071067811865476,0.7071067811865476,64.0,62.0,64.0,86.0,100.0,63.0,63.333333333333336,1.1547005383792368,70.33333333333333,9.58471004604031,83.66666666666667,15.540757752283245,81.70833333333333,13.665186381479755,-5.0,-4.0,0.0030825436693686496
2025-01-02 04:00:00,66,3,Thursday,1,0,0,random_or_none,1,rainy,0.807,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,66.0,73.0,4,0.8660254037844386,0.5000000000000001,59.0,64.0,62.0,78.0,96.0,69.0,61.666666666666664,2.5166114784235756,65.83333333333333,6.645800679125577,80.25,16.119581542053425,81.54166666666667,13.925201322927364,7.0,-3.0,0.00319671195341934
2025-01-02 05:00:00,66,3,Thursday,1,0,0,random_or_none,0,sunny,0.014,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,70.0,73.0,5,0.9659258262890683,0.25881904510252074,66.0,59.0,64.0,68.0,99.0,70.0,63.0,3.605551275463984,63.833333333333336,3.125166662222344,77.75,15.777573266564746,81.41666666666667,14.055531687363974,0.0,-4.0,0.003310880237470031
2025-01-02 06:00:00,70,3,Thursday,1,0,0,random_or_none,2,cold,0.923,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,71.0,75.0,6,1.0,6.123233995736766e-17,66.0,66.0,59.0,64.0,101.0,64.0,63.666666666666664,4.041451884327376,63.5,2.66458251889471,75.0,14.566462102439926,81.25,14.21955175713753,4.0,6.0,0.0034250485215207216
2025-01-02 07:00:00,71,3,Thursday,1,0,0,random_or_none,0,sunny,0.163,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,79.0,76.0,7,0.9659258262890683,-0.25881904510252063,70.0,66.0,66.0,62.0,94.0,73.0,67.33333333333333,2.3094010767585,64.5,3.7815340802377126,72.41666666666667,12.071441379126913,81.5,13.953338388138985,1.0,-2.0,0.003539216805571412
2025-01-02 08:00:00,79,3,Thursday,1,0,0,random_or_none,2,cold,0.799,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,84.0,83.0,8,0.8660254037844387,-0.4999999999999998,71.0,70.0,66.0,64.0,92.0,81.0,69.0,2.6457513110645885,66.0,4.335896677735677,70.5,9.977246841962724,81.41666666666667,14.012158281654719,8.0,-2.0,0.003653385089622103
2025-01-02 09:00:00,84,3,Thursday,1,0,0,random_or_none,2,cold,0.773,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,88.0,91.0,9,0.7071067811865476,-0.7071067811865475,79.0,71.0,70.0,59.0,86.0,80.0,73.33333333333333,4.932882862316248,68.5,6.6558245169174395,69.41666666666667,7.925314256268122,81.33333333333333,14.02068864731428,5.0,4.0,0.0037675533736727935
2025-01-02 10:00:00,88,3,Thursday,1,0,0,random_or_none,0,sunny,0.131,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,95.0,91.0,10,0.49999999999999994,-0.8660254037844387,84.0,79.0,71.0,66.0,78.0,84.0,78.0,6.557438524302002,72.66666666666667,7.312090444371288,69.25,7.557356440160609,81.5,14.027922465413479,4.0,4.0,0.0038817216577234845
2025-01-02 11:00:00,95,3,Thursday,1,0,0,random_or_none,0,sunny,0.085,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,100.0,101.0,11,0.258819045102521,-0.9659258262890682,88.0,84.0,79.0,66.0,68.0,91.0,83.66666666666667,4.509249752822895,76.33333333333333,8.687155268939648,70.08333333333333,9.019759453891284,81.66666666666667,14.082572228812111,7.0,4.0,0.003995889941774175
2025-01-02 12:00:00,100,3,Thursday,1,0,0,random_or_none,2,cold,0.834,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,106.0,102.0,12,1.2246467991473532e-16,-1.0,95.0,88.0,84.0,70.0,64.0,93.0,89.0,5.567764362830021,81.16666666666667,9.786044485218019,72.33333333333333,11.483849001044394,81.83333333333333,14.22082571646144,5.0,7.0,0.0041100582258248655
2025-01-02 13:00:00,106,3,Thursday,1,0,0,random_or_none,1,rainy,0.74,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,103.0,109.0,13,-0.2588190451025208,-0.9659258262890683,100.0,95.0,88.0,71.0,62.0,96.0,94.33333333333333,6.027713773341709,86.16666666666667,10.571975532825741,75.33333333333333,13.613718571108098,82.125,14.528270790906708,6.0,10.0,0.004224226509875557
2025-01-02 14:00:00,103,3,Thursday,1,0,0,random_or_none,2,cold,0.589,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,111.0,109.0,14,-0.4999999999999997,-0.8660254037844388,106.0,100.0,95.0,79.0,64.0,93.0,100.33333333333333,5.5075705472861065,92.0,10.178408519999557,79.0,15.491933384829665,82.54166666666667,15.076555847801712,-3.0,10.0,0.004338394793926247
2025-01-02 15:00:00,111,3,Thursday,1,0,0,random_or_none,1,rainy,0.349,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,108.0,143.0,15,-0.7071067811865471,-0.7071067811865479,103.0,106.0,100.0,84.0,59.0,100.0,103.0,3.000000000000012,96.0,8.648699324175846,82.25,16.13649167682874,82.95833333333333,15.510106569495306,8.0,11.0,0.004452563077976938
2025-01-02 16:00:00,108,3,Thursday,1,0,0,random_or_none,1,rainy,0.831,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,111.0,130.0,16,-0.8660254037844385,-0.5000000000000004,111.0,103.0,106.0,88.0,66.0,96.0,106.66666666666667,4.041451884327388,100.5,8.16700679563816,86.58333333333333,16.30648690403651,83.41666666666667,16.18350385736813,-3.0,12.0,0.0045667313620276285
2025-01-02 17:00:00,111,3,Thursday,1,0,0,random_or_none,1,rainy,0.495,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,108.0,130.0,17,-0.9659258262890683,-0.25881904510252063,108.0,111.0,103.0,95.0,66.0,99.0,107.33333333333333,4.041451884327388,103.83333333333333,5.77638872191499,90.08333333333333,15.991238131229728,83.91666666666667,16.764135285902995,3.0,12.0,0.00468089964607832
2025-01-02 18:00:00,108,3,Thursday,1,0,0,random_or_none,2,cold,0.651,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,104.0,124.0,18,-1.0,-1.8369701987210297e-16,111.0,108.0,111.0,100.0,70.0,101.0,110.0,1.7320508075688978,106.5,4.415880433163938,93.83333333333333,15.080591580711967,84.41666666666667,17.400441440343993,-3.0,7.0,0.00479506793012901
2025-01-02 19:00:00,104,3,Thursday,1,0,0,random_or_none,1,rainy,0.533,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,96.0,121.0,19,-0.9659258262890684,0.2588190451025203,108.0,111.0,108.0,106.0,71.0,94.0,109.0,1.7320508075688978,107.83333333333333,3.060501048303503,97.0,13.531108937958745,84.70833333333333,17.745738414730955,-4.0,10.0,0.004909236214179701
2025-01-02 20:00:00,96,3,Thursday,1,0,0,random_or_none,2,cold,0.499,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,90.0,108.0,20,-0.8660254037844386,0.5000000000000001,104.0,108.0,111.0,103.0,79.0,92.0,107.66666666666667,3.511884584284258,107.5,3.3911649915626563,99.75,10.855455268707374,85.125,18.087498685436085,-8.0,4.0,0.005023404498230391
2025-01-02 21:00:00,90,3,Thursday,1,0,0,random_or_none,2,cold,0.442,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,88.0,103.0,21,-0.7071067811865477,0.7071067811865474,96.0,104.0,108.0,111.0,84.0,86.0,102.66666666666667,6.110100926607797,106.33333333333333,5.68037557443755,101.16666666666667,8.819743691733688,85.29166666666667,18.17183479206612,-6.0,4.0,0.005137572782281082
2025-01-02 22:00:00,88,3,Thursday,1,0,0,random_or_none,2,cold,0.664,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,81.0,92.0,22,-0.5000000000000004,0.8660254037844384,90.0,96.0,104.0,108.0,88.0,78.0,96.66666666666667,7.023769168568505,102.83333333333333,8.158839786799742,101.66666666666667,7.8778554226771265,85.45833333333333,18.196939940231864,-2.0,10.0,0.005251741066331773
2025-01-02 23:00:00,81,3,Thursday,1,0,0,random_or_none,2,cold,0.482,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,75.0,85.0,23,-0.25881904510252157,0.9659258262890681,88.0,90.0,96.0,111.0,95.0,68.0,91.33333333333333,4.1633319989322874,99.5,9.586448768965464,101.66666666666667,7.8778554226771265,85.875,18.13311287696339,-7.0,13.0,0.005365909350382464
2025-01-03 00:00:00,75,4,Friday,1,0,0,random_or_none,1,rainy,0.625,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,74.0,67.0,0,0.0,1.0,81.0,88.0,90.0,108.0,100.0,64.0,86.33333333333333,4.725815626252624,94.5,10.193134944657555,100.5,9.765430679884727,86.41666666666667,17.766398834210378,-6.0,11.0,0.005480077634433154
2025-01-03 01:00:00,74,4,Friday,1,0,0,random_or_none,2,cold,0.481,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,73.0,61.0,1,0.25881904510252074,0.9659258262890683,75.0,81.0,88.0,104.0,106.0,62.0,81.33333333333333,6.5064070986477205,89.0,10.353743284435751,98.41666666666667,12.23600003962466,86.875,17.29868680615356,-1.0,12.0,0.005594245918483845
2025-01-03 02:00:00,73,4,Friday,1,0,0,random_or_none,5,windy,0.863,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,76.0,57.0,2,0.49999999999999994,0.8660254037844387,74.0,75.0,81.0,96.0,103.0,64.0,76.66666666666667,3.785938897200195,84.0,8.786353054595399,95.75,13.817808009297863,87.375,16.71191322016306,-1.0,9.0,0.005708414202534536
2025-01-03 03:00:00,76,4,Friday,1,0,0,random_or_none,2,cold,0.756,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,73.0,55.0,3,0.7071067811865476,0.7071067811865476,73.0,74.0,75.0,90.0,111.0,59.0,74.0,1.000000000000055,80.16666666666667,7.413950813612414,93.25,15.046141154341264,87.75,16.25944541543134,3.0,17.0,0.005822582486585227
2025-01-03 04:00:00,73,4,Friday,1,0,0,random_or_none,3,hot,0.816,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,73.0,55.0,4,0.8660254037844386,0.5000000000000001,76.0,73.0,74.0,88.0,108.0,66.0,74.33333333333333,1.5275252316519847,77.83333333333333,5.706721183539982,90.33333333333333,14.680434309486555,88.45833333333333,15.294156788919679,-3.0,7.0,0.005936750770635917
2025-01-03 05:00:00,73,4,Friday,1,0,0,random_or_none,5,windy,0.245,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,75.0,58.0,5,0.9659258262890683,0.25881904510252074,73.0,76.0,73.0,81.0,111.0,66.0,74.0,1.7320508075689112,75.33333333333333,3.0110906108358426,87.41666666666667,14.323904580254684,88.75,14.909145136313219,0.0,7.0,0.006050919054686608
2025-01-03 06:00:00,75,4,Friday,1,0,0,random_or_none,2,cold,0.561,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,76.0,105.0,6,1.0,6.123233995736766e-17,73.0,73.0,76.0,75.0,108.0,70.0,74.0,1.7320508075689112,74.0,1.2649110640661638,84.25,12.750222814452332,89.04166666666667,14.507806494276185,2.0,5.0,0.006165087338737299
2025-01-03 07:00:00,76,4,Friday,1,0,0,random_or_none,2,cold,0.485,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,83.0,85.0,7,0.9659258262890683,-0.25881904510252063,75.0,73.0,73.0,74.0,104.0,71.0,73.66666666666667,1.1547005383793003,74.0,1.2649110640661638,81.5,10.527021507443639,89.25,14.25619621199086,1.0,5.0,0.00627925562278799
2025-01-03 08:00:00,83,4,Friday,1,0,0,random_or_none,4,dusty,0.389,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,91.0,135.0,8,0.8660254037844387,-0.4999999999999998,76.0,75.0,73.0,73.0,96.0,79.0,74.66666666666667,1.5275252316519812,74.33333333333333,1.5055453054171697,79.16666666666667,7.848952835000339,89.45833333333333,14.012352211272507,7.0,4.0,0.00639342390683868
2025-01-03 09:00:00,91,4,Friday,1,0,0,random_or_none,1,rainy,0.765,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,91.0,103.0,9,0.7071067811865476,-0.7071067811865475,83.0,76.0,75.0,76.0,90.0,84.0,78.0,4.358898943540685,76.0,3.6878177829167584,78.08333333333333,5.991787308601203,89.625,13.905933985173377,8.0,7.0,0.006507592190889371
2025-01-03 10:00:00,91,4,Friday,1,0,0,random_or_none,0,sunny,0.332,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,101.0,89.0,10,0.49999999999999994,-0.8660254037844387,91.0,83.0,76.0,73.0,88.0,88.0,83.33333333333333,7.505553499465143,78.5,7.148426400264408,78.16666666666667,6.1766912786308525,89.91666666666667,13.856144976983616,0.0,3.0,0.006621760474940062
2025-01-03 11:00:00,101,4,Friday,1,0,0,random_or_none,2,cold,0.74,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,102.0,83.0,11,0.258819045102521,-0.9659258262890682,91.0,91.0,83.0,73.0,81.0,95.0,88.33333333333333,4.618802153517024,81.5,8.093207028119155,78.41666666666667,6.653206107971614,90.04166666666667,13.851633608466127,10.0,6.0,0.006735928758990753
2025-01-03 12:00:00,102,4,Friday,1,0,0,random_or_none,2,cold,0.926,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,109.0,88.0,12,1.2246467991473532e-16,-1.0,101.0,91.0,91.0,75.0,75.0,100.0,94.33333333333333,5.773502691896275,86.16666666666667,10.048217088949862,80.08333333333333,9.326972941014862,90.29166666666667,13.998382411726272,1.0,2.0,0.006850097043041443
2025-01-03 13:00:00,109,4,Friday,1,0,0,random_or_none,2,cold,0.935,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,109.0,95.0,13,-0.2588190451025208,-0.9659258262890683,102.0,101.0,91.0,76.0,74.0,106.0,98.0,6.082762530298237,90.66666666666667,10.092901796146842,82.33333333333333,11.080969216989905,90.375,14.064486574656595,7.0,3.0,0.006964265327092134
2025-01-03 14:00:00,109,4,Friday,1,0,0,random_or_none,1,rainy,0.424,260.0,0,0,0.0,0,0.0,0,0.0,normal,0,143.0,96.0,14,-0.4999999999999997,-0.8660254037844388,109.0,102.0,101.0,83.0,73.0,103.0,104.0,4.358898943540698,96.16666666666667,9.474527252937966,85.25,13.108810361390846,90.5,14.221844801755408,0.0,6.0,0.007078433611142824
2025-01-03 15:00:00,143,4,Friday,1,0,0,random_or_none,2,cold,0.788,260.0,0,1,71.13,0,0.0,0,0.0,emergency_spike,5,130.0,95.0,15,-0.7071067811865471,-0.7071067811865479,109.0,109.0,102.0,91.0,76.0,111.0,106.66666666666667,4.041451884327405,100.5,8.093207028119181,88.25,14.13007752664824,90.75,14.501124394185856,34.0,32.0,0.0071926018951935155
2025-01-03 16:00:00,130,4,Friday,1,0,0,random_or_none,2,cold,0.855,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,130.0,97.0,16,-0.8660254037844385,-0.5000000000000004,143.0,109.0,109.0,91.0,73.0,108.0,120.33333333333333,19.629909152447283,109.16666666666667,17.848435972562548,93.83333333333333,20.603765469329872,92.08333333333333,17.58684455635164,-13.0,22.0,0.007306770179244206
2025-01-03 17:00:00,130,4,Friday,1,0,0,random_or_none,1,rainy,0.873,260.0,0,0,0.0,0,0.0,0,0.0,extreme_weather,2,124.0,103.0,17,-0.9659258262890683,-0.25881904510252063,130.0,143.0,109.0,101.0,73.0,111.0,127.33333333333333,17.15614564327704,115.66666666666667,16.990193249832835,98.58333333333333,21.894201529310422,93.0,18.971374317066775,0.0,19.0,0.0074209384632948966
