datetime,lstm_pred,arimax_pred,hybrid_pred,lstm_valid,arimax_valid,validation_note
2026-01-02 10:00:00,215.43182373046875,160.10596199238614,204.36665138285224,True,True,OK
2026-01-02 11:00:00,217.92477416992188,160.6258580302399,206.4649909419855,True,True,OK
2026-01-02 12:00:00,219.82313537597656,161.14575406809365,208.0876591144,True,True,OK
2026-01-02 13:00:00,221.10501098632812,161.6656501059474,209.21713881025198,True,True,OK
2026-01-02 14:00:00,221.72666931152344,162.18554614380116,209.81844467797902,True,True,OK
2026-01-02 15:00:00,221.73825073242188,162.70544218165492,209.9316890222685,True,True,OK
2026-01-02 16:00:00,223.6244659423828,163.22533821950867,211.544640397808,True,True,OK
2026-01-02 17:00:00,222.19671630859375,163.74523425736243,210.5064198983475,True,True,OK
2026-01-02 18:00:00,220.57164001464844,164.26513029521618,209.310338070762,True,True,OK
2026-01-02 19:00:00,217.15391540527344,164.78502633306994,206.68013759083277,True,True,OK
2026-01-02 20:00:00,213.24575805664062,165.30492237092366,203.65759091949724,True,True,OK
2026-01-02 21:00:00,208.83892822265625,165.82481840877742,200.2361062598805,True,True,OK
2026-01-02 22:00:00,204.0240478515625,166.34471444663117,196.48818117057624,True,True,OK
2026-01-02 23:00:00,198.90869140625,166.8646104844849,192.49987522189699,True,True,OK
2026-01-03 00:00:00,187.50038146972656,139.4827100254866,177.89684718087858,True,True,OK
2026-01-03 01:00:00,184.84092712402344,140.00260606334035,175.87326291188683,True,True,OK
2026-01-03 02:00:00,183.43296813964844,140.5225021011941,174.85087493195758,True,True,OK
2026-01-03 03:00:00,184.19923400878906,141.04239813904786,175.56786683484083,True,True,OK
2026-01-03 04:00:00,186.70924377441406,141.5622941769016,177.67985385491156,True,True,OK
2026-01-03 05:00:00,190.61048889160156,142.08219021475534,180.90482915623232,True,True,OK
2026-01-03 06:00:00,194.32151794433594,142.6020862526091,183.97763160599058,True,True,OK
2026-01-03 07:00:00,198.58108520507812,143.12198229046285,187.48926462215508,True,True,OK
2026-01-03 08:00:00,206.0223388671875,143.6418783283166,193.54624675941332,True,True,OK
2026-01-03 09:00:00,210.86514282226562,144.16177436617033,197.52446913104657,True,True,OK
2026-01-03 10:00:00,215.05783081054688,144.6816704040241,200.9825987292423,True,True,OK
2026-01-03 11:00:00,218.36387634277344,145.20156644187784,203.7314143625943,True,True,OK
2026-01-03 12:00:00,220.889892578125,145.7214624797316,205.85620655844633,True,True,OK
2026-01-03 13:00:00,222.63888549804688,146.24135851758535,207.3593801019546,True,True,OK
2026-01-03 14:00:00,223.62193298339844,146.7612545554391,208.2497972978066,True,True,OK
2026-01-03 15:00:00,223.99839782714844,147.28115059329286,208.65494838037733,True,True,OK
2026-01-03 16:00:00,226.20396423339844,147.80104663114662,210.5233807129481,True,True,OK
2026-01-03 17:00:00,225.26065063476562,148.32094266900037,209.8727090416126,True,True,OK
2026-01-03 18:00:00,223.82174682617188,148.84083870685413,208.82556520230835,True,True,OK
2026-01-03 19:00:00,221.739013671875,149.36073474470788,207.26335788644158,True,True,OK
2026-01-03 20:00:00,219.14697265625,149.88063078256164,205.29370428151233,True,True,OK
2026-01-03 21:00:00,215.48324584960938,150.4005268204154,202.46670204377057,True,True,OK
2026-01-03 22:00:00,211.20547485351562,150.92042285826915,199.14846445446636,True,True,OK
2026-01-03 23:00:00,206.37905883789062,151.4403188961229,195.3913108495371,True,True,OK
